,nome,link,indirizzo,sito,facebook,telefono
292,Fratelli del Sorbo,https://www.tripadvisor.it/Restaurant_Review-g1057642-d2385485-Reviews-Fratelli_del_Sorbo-Pimonte_Province_of_Naples_Campania.html,"Via Nazionale 63, 80050 Pimonte Italia",,http://www.facebook.com/fratellids, 081 879 2403
293,la cucina di sofi,https://www.tripadvisor.it/Restaurant_Review-g194873-d2370416-Reviews-La_Cucina_di_Sofi-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"via roma ,14 ravello, 84010, Ravello Italia",http://www.lacucinadisofi.it,, 333 456 6854
294,Pizzeria Vaccaro,https://www.tripadvisor.it/Restaurant_Review-g635618-d4749567-Reviews-Pizzeria_vaccaro-Tramonti_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Vaccaro, 84010 Tramonti Italia",http://www.pizzeriavaccaro.com,, 089 876140
295,L'oasi di leo,https://www.tripadvisor.it/Restaurant_Review-g635618-d14075755-Reviews-L_oasi_di_leo-Tramonti_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Romano' 6 Gete, 84010 Tramonti Italia",,https://www.facebook.com/oasidileotramontit, 334 255 9166
296,Pastificio Cuomo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12594233-Reviews-Pastificio_Cuomo-Gragnano_Province_of_Naples_Campania.html,"Via Roma 33, 80054 Gragnano Italia",http://pastacuomo.com,, 081 060 1402
297,Bar pub pizzeria il porticciolo,https://www.tripadvisor.it/Restaurant_Review-g194806-d4338930-Reviews-Il_Porticciolo-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Lungomare Giovanni Amendola 32, 84010, Maiori Italia",,http://www.facebook.com/Il-Porticciolo-maiori-169710825718730, 089 854 1544
298,Casa Scola Ristorante Gragnano Napoli,https://www.tripadvisor.it/Restaurant_Review-g1149890-d4909252-Reviews-Casa_Scola_Ristorante-Gragnano_Province_of_Naples_Campania.html,"Via Fornace N. 1 Borgo Castello, 80054 Gragnano Italia",http://www.agriturismopenisolasorrentina.it/agritourism/the-restaurant-room/?lang=e,, 081 539 2198
299,Falalella,https://www.tripadvisor.it/Restaurant_Review-g635620-d1231961-Reviews-Falalella-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Umberto, 1, 84010 Cetara Italia",http://www.hotelcetus.com/hotelcetus/falalella,, 089 261388
300,Il Rifugio dei peccatori,https://www.tripadvisor.it/Restaurant_Review-g194867-d15195468-Reviews-Il_Rifugio_dei_Peccatori-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Capriglione 48 Amalfi Coast route from Sorrento to Salerno, 84010 Praiano Italia",http://il-rifugio-dei-peccatori-praiano.business.site,, 089 874037
301,Si Sinas,https://www.tripadvisor.it/Restaurant_Review-g194873-d4418047-Reviews-Si_Sinas-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza Fontana Moresca 2, 84010, Ravello Italia",http://sisinas.com,, 089 857854
302,Picchio Rosso Ristorante Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g580201-d3224769-Reviews-Picchio_Rosso-Agerola_Province_of_Naples_Campania.html,"Via Armando Diaz, 73 Bomerano, 80051, Agerola Italia",,, 081 879 1676
303,RELISH LOUNGE BAR & RISTORANTE,https://www.tripadvisor.it/Restaurant_Review-g635622-d10735112-Reviews-Relish_Lounge_Bar_Ristorante-Furore_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Croce 2, 84010, Furore Italia",,https://www.facebook.com/relishloungebar, 089 214 0795
304,Sparkling Garden,https://www.tripadvisor.it/Restaurant_Review-g194873-d17709724-Reviews-Sparkling_Garden-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza S. Giovanni del Toro, 2, 84010, Ravello Italia",,,
305,Ristorante Santa Croce,https://www.tripadvisor.it/Restaurant_Review-g1996590-d12697445-Reviews-Ristorante_Santa_Croce-Nocelle_Positano_Amalfi_Coast_Province_of_Salerno_Campan.html,"Via Nocelle 19, 84017 Nocelle, Positano Italia",,https://www.facebook.com/Ristorante-Santa-Croce-1444433209132533, 089 811260
306,Ristorante Reginna Palace Hotel,https://www.tripadvisor.it/Restaurant_Review-g194806-d3635167-Reviews-Reginna_Palace_Hotel_Restaurant-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via C. Colombo, 84010, Maiori Italia",http://www.hotelreginna.it,, 089 877183
307,Ohima' Restaurant,https://www.tripadvisor.it/Restaurant_Review-g194863-d14098781-Reviews-Ohima_Restaurant-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo, 17 Piazza dei Mulini, 84017, Positano Italia",,,
308,Al Mare Bistrot,https://www.tripadvisor.it/Restaurant_Review-g194806-d21049310-Reviews-Al_Mare_Bistrot-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Reginna 2, 84010, Maiori Italia",,https://www.facebook.com/almarebistro, 089 877084
309,Donna Clelia,https://www.tripadvisor.it/Restaurant_Review-g194806-d3494320-Reviews-Donna_Clelia-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Lazzaro, 25, 84010, Maiori Italia",http://www.hbsl.com,, 089 877750
310,Addu' Zi Matteo,https://www.tripadvisor.it/Restaurant_Review-g580201-d21133741-Reviews-Addu_Zi_Matteo-Agerola_Province_of_Naples_Campania.html,"Via Antonio Coppola,99, 80051, Agerola Italia",,https://www.facebook.com/Addu-Zi-Matteo-102202898255226, 338 503 6298
311,La Cascina,https://www.tripadvisor.it/Restaurant_Review-g580201-d3672190-Reviews-La_Cascina-Agerola_Province_of_Naples_Campania.html,"Via Casalone 80051, Agerola Italia",http://www.bblacascina.com,,
312,Pane e Coccoś,https://www.tripadvisor.it/Restaurant_Review-g635620-d4207107-Reviews-Pane_e_Coccos-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Federici 3, 84010 Cetara Italia",,https://www.facebook.com/Pane-e-cocco%C5%9B-2662668220472681, 328 605 1017
313,La Tramontina,https://www.tripadvisor.it/Restaurant_Review-g194806-d17378346-Reviews-La_Tramontina_Maiori-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Reginna n. 18, 84010, Maiori Italia",https://www.latramontina.com,, 331 852 1603
314,la frittura del golfo,https://www.tripadvisor.it/Restaurant_Review-g635620-d7990823-Reviews-La_Frittura_Del_Golfo-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Garibaldi 13 fronte piazza San Francesco, 84010 Cetara Italia",http://it-it.facebook.com/La-Frittura-del-Golfo-154090151381309,, 333 462 4562
315,Il Tridente,https://www.tripadvisor.it/Restaurant_Review-g194863-d2479882-Reviews-Il_Tridente-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pasitea, 140 Hotel Poseidon, 84017, Positano Italia",,,
316,Adamo ed Eva by Eden Roc,https://www.tripadvisor.it/Restaurant_Review-g194863-d3168945-Reviews-Adamo_ed_Eva_by_Eden_Roc-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. Marconi 110, 84017, Positano Italia",,,
317,Euro Pizza,https://www.tripadvisor.it/Restaurant_Review-g194806-d10480639-Reviews-Euro_Pizza-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Regina 16, 84010, Maiori Italia",,, 338 937 3442
318,Le Suite,https://www.tripadvisor.it/Restaurant_Review-g194806-d8443266-Reviews-Le_Suite-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Reginna 14C, 84010, Maiori Italia",,https://www.facebook.com/pg/Les.Suite.Bistrot.Cafe, 089 854 2352
319,L'Ippocampo Dei Fratelli Laudano,https://www.tripadvisor.it/Restaurant_Review-g635621-d2226798-Reviews-L_Ippocampo_Dei_Fratelli_Laudano-Conca_dei_Marini_Amalfi_Coast_Province_of_Salern.html,"Via Marina di Conca, 31, 84010 Conca dei Marini Italia",,https://www.facebook.com/LIppocampo-Dei-Fratelli-Laudano-208983586528740, 089 831153
320,Locanda Degli Estensi,https://www.tripadvisor.it/Restaurant_Review-g187803-d23070342-Reviews-Locanda_Degli_Estensi-Modena_Province_of_Modena_Emilia_Romagna.html,"Via Rua Dei Frati Minori, Modena Italia",http://www.ruafrati48.com/ristorante-bar-,,
321,La Cala Delle Lampare,https://www.tripadvisor.it/Restaurant_Review-g194867-d3830546-Reviews-La_Cala_Delle_Lampare-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Campo 5 Grand Hotel Tritone, 84010 Praiano Italia",http://www.lacaladellelampare.it,, 089 874333
322,Ristorante Pizzeria Il Trifoglio,https://www.tripadvisor.it/Restaurant_Review-g1057642-d5851067-Reviews-Ristorante_Pizzeria_IL_TRIFOGLIO-Pimonte_Province_of_Naples_Campania.html,"Via Piano, 24, 80050 Pimonte Italia",http://www.ristoranteiltrifoglio.com,, 081 879 2138
323,Ristorante Mediterraneo,https://www.tripadvisor.it/Restaurant_Review-g194806-d7992650-Reviews-Ristorante_Mediterraneo-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gaetano Capone, 27, 84010, Maiori Italia",http://www.pietradilunahotel.it/it/ristorant,, 089 877500
324,Casa e Bottega,https://www.tripadvisor.it/Restaurant_Review-g194863-d4097948-Reviews-Casa_e_Bottega-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pasitea 100, 84017, Positano Italia",,,
325,La Terra,https://www.tripadvisor.it/Restaurant_Review-g1996592-d2275960-Reviews-La_Terra-Montepertuso_Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Tagliata 14, 84017 Montepertuso, Positano Italia",http://www.ristorantelaterra.com,, 089 811179
326,Ristorante Pizzeria SPQR,https://www.tripadvisor.it/Restaurant_Review-g580201-d10584412-Reviews-Ristorante_Pizzeria_SPQR-Agerola_Province_of_Naples_Campania.html,"Via Mulino 2, 80051, Agerola Italia",,, 081 879 1337
327,Ristorante La Vela,https://www.tripadvisor.it/Restaurant_Review-g194806-d743368-Reviews-Ristorante_La_Vela-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Amendola, 7, 84010, Maiori Italia",http://www.ristorantelavela.it,, 089 852874
328,Adamo ed Eva by Eden Roc,https://www.tripadvisor.it/Restaurant_Review-g194863-d3168945-Reviews-Adamo_ed_Eva_by_Eden_Roc-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. Marconi 110, 84017, Positano Italia",,,
329,Le Rocce,https://www.tripadvisor.it/Restaurant_Review-g580201-d4325459-Reviews-Le_Rocce-Agerola_Province_of_Naples_Campania.html,"Via Belvedere 75, 80051, Agerola Italia",,,
330,Ristorante bar Il Ritrovo,https://www.tripadvisor.it/Restaurant_Review-g194863-d743375-Reviews-Il_Ritrovo-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Montepertuso, 77 Piazza Cappella n.3, 84017, Positano Italia",,,
331,Ristorante Mirage,https://www.tripadvisor.it/Restaurant_Review-g194863-d1159466-Reviews-Ristorante_Mirage-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pasitea 165 presso Hotel Posa Posa, 84017, Positano Italia",,,
332,Caffe' Umberto,https://www.tripadvisor.it/Restaurant_Review-g580202-d8644091-Reviews-Caffe_Umberto-Minori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Roma 58, 84010 Minori Italia",,, 089 877393
333,Rifugio Dei Mele,https://www.tripadvisor.it/Restaurant_Review-g1996590-d17716862-Reviews-Rifugio_Dei_Mele-Nocelle_Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cercole, 1, 84017 Nocelle, Positano Italia",,https://www.facebook.com/rifugiodeimele, 089 811429
334,Ohima' Restaurant,https://www.tripadvisor.it/Restaurant_Review-g194863-d14098781-Reviews-Ohima_Restaurant-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo, 17 Piazza dei Mulini, 84017, Positano Italia",,,
335,Due Torri,https://www.tripadvisor.it/Restaurant_Review-g580201-d8113623-Reviews-Due_Torri-Agerola_Province_of_Naples_Campania.html,"Via della Divina Costiera 9, 80051, Agerola Italia",http://hotelleduetorri.it,, 081 879 1257
336,Ristorante Pizzeria da Spadone,https://www.tripadvisor.it/Restaurant_Review-g635620-d12254016-Reviews-Ristorante_Pizzeria_Da_Spadone-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Garibaldi, 5, 84010 Cetara Italia",,https://www.facebook.com/daspadone, 089 261246
337,Bar Flavio Gioia,https://www.tripadvisor.it/Restaurant_Review-g187780-d2665825-Reviews-Bar_Flavio_Gioia-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Lungomare Dei Cavalieri di Gerusalemme 2, 84011, Amalfi Italia",,,
338,Sapori dei Monti Lattari,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12874607-Reviews-Sapori_dei_Monti_Lattari-Gragnano_Province_of_Naples_Campania.html,"Strada Statale Per Agerola 166, 80054 Gragnano Italia",,https://www.facebook.com/saporimontilattarit, 081 801 4163
339,Made in Eataly,https://www.tripadvisor.it/Restaurant_Review-g194806-d23520337-Reviews-Made_in_Eataly-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. Amendola, 26, 84010, Maiori Italia",,, 331 256 7613
340,Pastificio Cuomo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12594233-Reviews-Pastificio_Cuomo-Gragnano_Province_of_Naples_Campania.html,"Via Roma 33, 80054 Gragnano Italia",http://pastacuomo.com,, 081 060 1402
341,Donna Maria,https://www.tripadvisor.it/Restaurant_Review-g194806-d13545276-Reviews-Donna_Maria-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Casale dei Cicerali, 84010, Maiori Italia",,https://www.facebook.com/Donna-Maria-220575988316743, 089 854023
342,Da Vincenzo,https://www.tripadvisor.it/Restaurant_Review-g194863-d785828-Reviews-Da_Vincenzo-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pasitea 172/178, 84017, Positano Italia",,,
343,La Tagliata,https://www.tripadvisor.it/Restaurant_Review-g194863-d1060573-Reviews-La_Tagliata-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Tagliata, 32B, 84017, Positano Italia",,,
344,Madamé,https://www.tripadvisor.it/Restaurant_Review-g580201-d18454568-Reviews-Madame-Agerola_Province_of_Naples_Campania.html,"Piazza Generale Avitabile, 80051, Agerola Italia",,https://www.facebook.com/Madameloungebar, 329 398 5389
345,Il Boschetto,https://www.tripadvisor.it/Restaurant_Review-g194873-d3226638-Reviews-Il_Boschetto-Ravello_Amalfi_Coast_Province_of_Salerno_Campania.html,"Località Marmorata, 84010, Ravello Italia",http://www.ilboschettoravello.com,, 089 851776
346,King's Bar,https://www.tripadvisor.it/Restaurant_Review-g194806-d10123338-Reviews-King_s_Bar-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Reginna, 94 Fronte a Palazzo Mezzacapo, 84010, Maiori Italia",,https://www.facebook.com/Kings-BAR-1651566961763936/info/?tab=page_inf, 331 404 5611
347,Villa Palmentiello,https://www.tripadvisor.it/Restaurant_Review-g1058809-d1719210-Reviews-Villa_Palmentiello-Sant_Antonio_Abate_Province_of_Naples_Campania.html,"Via Pesatura 6 Casola di Napoli,Via Gesini, 80057 Sant'Antonio Abate Italia",http://www.villapalmentiello.it,, 081 539 2456
348,La Fattoria del Trauco,https://www.tripadvisor.it/Restaurant_Review-g580201-d8507501-Reviews-La_Fattoria_Del_Trauco-Agerola_Province_of_Naples_Campania.html,"Via Carbonara 2, 80051, Agerola Italia",,http://www.facebook.com/La-fattoria-del-Trauco-720082628047476, 338 461 9780
349,La Conchiglia,https://www.tripadvisor.it/Restaurant_Review-g635622-d2260798-Reviews-La_Conchiglia-Furore_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Marina di Praia 3, 84010, Furore Italia",http://www.laconchigliapraiano.it,, 089 874313
350,Hosteria Pizzeria La Pennata,https://www.tripadvisor.it/Restaurant_Review-g580201-d5827824-Reviews-Hosteria_Pizzeria_La_Pennata-Agerola_Province_of_Naples_Campania.html,"Via Mulino 3, 80051, Agerola Italia",,https://www.facebook.com/pages/Hosteria-la-Pennata/177947858970716?sk=timeline&ref=page_interna, 081 879 1337
351,Ristorante La Sponda,https://www.tripadvisor.it/Restaurant_Review-g194863-d1116369-Reviews-Ristorante_La_Sponda-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via San Sebastiano 2, 84017, Positano Italia",,,
352,Ristorante S. Pietro,https://www.tripadvisor.it/Restaurant_Review-g635620-d1902909-Reviews-Ristorante_San_Pietro-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza San Francesco, 2, 84010 Cetara Italia",http://www.sanpietroristorante.it,, 089 261091
353,Ristorante La Violetta,https://www.tripadvisor.it/Restaurant_Review-g635618-d3322940-Reviews-La_Violetta-Tramonti_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Valico di Chiunzi 95, 84010 Tramonti Italia",,http://www.facebook.com/La-Violetta-dei-fratelli-Ruocco-47637306271214, 089 876384
354,Crystal Bar,https://www.tripadvisor.it/Restaurant_Review-g580202-d13199740-Reviews-Crystal_Bar-Minori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Roma 58, 84010 Minori Italia",,http://www.facebook.com/Crystal-bar-Minori-Costa-dAmalfi-820995494650270, 089 877602
355,Mi Carro' Braceria Ristorante Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g3953976-d3416276-Reviews-Mi_Carro_Braceria_Ristorante_Pizzeria-Corbara_Province_of_Salerno_Campania.html,"Via Esterna Chiunzi, 6, 84010 Corbara Italia",http://www.ristorantemicarro.it,, 081 930708
356,Casa Ferraiuolo,https://www.tripadvisor.it/Restaurant_Review-g194806-d23558592-Reviews-Casa_Ferraiuolo-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Corso Reginna 102, 84010, Maiori Italia",http://www.casaferraiuolo.it,, 348 292 8013
357,Donna Rosa il Ristorante,https://www.tripadvisor.it/Restaurant_Review-g194863-d1034527-Reviews-Donna_Rosa_il_Ristorante-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Montepertuso 97/99, 84017, Positano Italia",,,
358,Il Grottino Azzurro,https://www.tripadvisor.it/Restaurant_Review-g194863-d1034528-Reviews-Il_Grottino_Azzurro-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Guglielmo Marconi 302,304, 84017, Positano Italia",,,
359,da Gabrisa,https://www.tripadvisor.it/Restaurant_Review-g194863-d696522-Reviews-Da_Gabrisa-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Viale Pasitea 221, 84017, Positano Italia",,,
360,Ristorante Luca S,https://www.tripadvisor.it/Restaurant_Review-g635622-d5813865-Reviews-Ristorante_Luca_S-Furore_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via S.Michele 5., 84010, Furore Italia",,, 089 874239
361,Adamo ed Eva by Eden Roc,https://www.tripadvisor.it/Restaurant_Review-g194863-d3168945-Reviews-Adamo_ed_Eva_by_Eden_Roc-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. Marconi 110, 84017, Positano Italia",,,
362,Pasticceria Avitabile Mauro,https://www.tripadvisor.it/Restaurant_Review-g580201-d15651331-Reviews-Pasticceria_Avitabile_Mauro-Agerola_Province_of_Naples_Campania.html,"Via Miramare, 1, 80051, Agerola Italia",https://www.pasticceriavitabile.it,, 081 802 5087
363,Ristorante La Dolce Vista,https://www.tripadvisor.it/Restaurant_Review-g194867-d2260412-Reviews-Ristorante_La_Dolce_Vista-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gennaro Capriglione 133, 84010 Praiano Italia",http://www.hotelsmeraldo.it,, 089 874002
364,Ristorante da Costantino,https://www.tripadvisor.it/Restaurant_Review-g194863-d1163492-Reviews-Ristorante_da_Costantino-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Corvo 95, 84017, Positano Italia",,,
365,Ristorante dell'Agriturismo Sentiero dei Sapori,https://www.tripadvisor.it/Restaurant_Review-g580201-d6224774-Reviews-Ristorante_dell_Agriturismo_Sentiero_dei_Sapori-Agerola_Province_of_Naples_Campan.html,"Via Casalone 35, 80051, Agerola Italia",,, 081 879 1900
366,Open Gate,https://www.tripadvisor.it/Restaurant_Review-g194867-d743378-Reviews-Open_Gate-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Nazionale, 84010 Praiano Italia",http://www.hotelopengate.it,, 089 874210
367,Ristorante Max,https://www.tripadvisor.it/Restaurant_Review-g194863-d1315448-Reviews-Ristorante_Max-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza Dei Mulini 22, 84017, Positano Italia",,,
368,Pizzeria Il Tris,https://www.tripadvisor.it/Restaurant_Review-g1149890-d3591440-Reviews-Pizzeria_Il_Tris-Gragnano_Province_of_Naples_Campania.html,"Strada Statale Per Agerola 143 Seguire sempre la freccia AGEROLA, 80054 Gragnano Italia",http://il-tris.thefork.rest,, 081 801 1297
369,Moorea Beach Club,https://www.tripadvisor.it/Restaurant_Review-g194806-d8396572-Reviews-Moorea_Beach_Club-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Lungomare Amendola, 84010, Maiori Italia",,https://www.facebook.com/mooreabeachclubmaior, 089 877225
370,Ai Giardini dei Cesari,https://www.tripadvisor.it/Restaurant_Review-g194718-d5086045-Reviews-Giardini_dei_Cesari-Castellammare_Di_Stabia_Province_of_Naples_Campania.html,"Via Varano, 2 Passeggiata Archeologica - Varano, 80053 Castellammare Di Stabia Italia",http://giardinideicesari.com,, 391 117 6692
371,Oltremare,https://www.tripadvisor.it/Restaurant_Review-g194806-d23412506-Reviews-Oltremare-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Taiani all’interno dell’Hotel Club 2 Torri, Maiori Italia",,,
372,Il Cavaliere dei Conti,https://www.tripadvisor.it/Restaurant_Review-g635617-d2649893-Reviews-Il_Cavaliere_dei_Conti-Vietri_sul_Mare_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Case Sparse loc. Albori, 84019, Vietri sul Mare Italia",http://ilcavalieredeiconti.it,, 089 210791
373,Art Shop Caffè,https://www.tripadvisor.it/Restaurant_Review-g635621-d4178673-Reviews-Art_Shop_Caffe-Conca_dei_Marini_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Smeraldo 35 Hotel La Conca Azzurra, 84010 Conca dei Marini Italia",http://www.concaazzurra.it/en/restauran,, 089 831610
374,Trattoria San Gennaro,https://www.tripadvisor.it/Restaurant_Review-g194867-d1092593-Reviews-Trattoria_San_Gennaro-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gennaro Capriglione 75, 84010 Praiano Italia",,http://www.facebook.com/Trattoria-san-gennaro-Praiano-21702631833211, 089 874293
375,Kairos Ristorante e Braceria,https://www.tripadvisor.it/Restaurant_Review-g580209-d8615842-Reviews-Kairos_Ristorante_e_Braceria-Cava_De_Tirreni_Province_of_Salerno_Campania.html,"Via Alfonso Balzico 46, 84013 Cava De' Tirreni Italia",https://www.kairosbraceria.com,, 391 458 7411
376,Terrazza Celè,https://www.tripadvisor.it/Restaurant_Review-g194863-d3547785-Reviews-Terrazza_Cele-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo 50 Accesso dall'area parcheggio su strada tramite ascensore - Livello 0, 84017, Positano Italia",,,
377,Pizzeria Le Golosita di Manu,https://www.tripadvisor.it/Restaurant_Review-g635618-d11977704-Reviews-Pizzeria_Le_Golosita_di_Manu-Tramonti_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Vallone 39, 84010 Tramonti Italia",,https://www.facebook.com/pg/legolositadimanu/about/?ref=page_interna, 089 876210
378,Al Barilotto Del Nonno,https://www.tripadvisor.it/Restaurant_Review-g194863-d5483710-Reviews-Al_Barilotto_Del_Nonno-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Laurito 17, 84017, Positano Italia",,,
379,Rada Ristorante Rooftop,https://www.tripadvisor.it/Restaurant_Review-g194863-d6787400-Reviews-Rada_Ristorante_Rooftop-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Grotte Dell'incanto 51 Spaggia Grande, 84017, Positano Italia",,,
380,Pane e seizing Civale,https://www.tripadvisor.it/Restaurant_Review-g194806-d17712897-Reviews-Pane_e_seizing_Civale-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Degli Orti 14, 84010, Maiori Italia",,, 338 206 2691
381,La Torretta,https://www.tripadvisor.it/Restaurant_Review-g194806-d7799832-Reviews-La_Torretta-Maiori_Amalfi_Coast_Province_of_Salerno_Campania.html,"Strada Provinciale Chiunzi 68, 84010, Maiori Italia",,,
382,Saghir Ristorante Wine Bar,https://www.tripadvisor.it/Restaurant_Review-g194867-d17703694-Reviews-Saghir_Ristorante_Wine_Bar-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gennaro Capriglione, 140, 84010 Praiano Italia",http://www.saghircostiera.it,, 089 874067
383,Ristorante La Marinella,https://www.tripadvisor.it/Restaurant_Review-g194863-d4545495-Reviews-Ristorante_La_Marinella-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Positanesi D'America, 22/24, 84017, Positano Italia",,,
384,Ristorante L'Angolo del Paradiso,https://www.tripadvisor.it/Restaurant_Review-g1149890-d3264274-Reviews-L_Angolo_Del_Paradiso-Gragnano_Province_of_Naples_Campania.html,"Via San Giacomo, 109, 80054 Gragnano Italia",,http://www.facebook.com/LAngolo-Del-Paradiso-515337445225267, 081 539 2077
385,Da Adolfo,https://www.tripadvisor.it/Restaurant_Review-g194863-d1034526-Reviews-Da_Adolfo-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Laurito 40, 84017, Positano Italia",,,
386,Pastificio Cuomo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12594233-Reviews-Pastificio_Cuomo-Gragnano_Province_of_Naples_Campania.html,"Via Roma 33, 80054 Gragnano Italia",http://pastacuomo.com,, 081 060 1402
387,Da Ferdinando,https://www.tripadvisor.it/Restaurant_Review-g194863-d1738914-Reviews-Da_Ferdinando-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Spiaggia di Fornillo, 84017, Positano Italia",,,
388,Ristorante La Fattoria,https://www.tripadvisor.it/Restaurant_Review-g635617-d1483448-Reviews-Ristorante_La_Fattoria-Vietri_sul_Mare_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Iaconti, 2/A Dragonea, 84019, Vietri sul Mare Italia",https://www.lafattoriacasafasano.it,, 089 210518
389,Acquapazza,https://www.tripadvisor.it/Restaurant_Review-g635620-d1087128-Reviews-Acquapazza-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Giuseppe Garibaldi 38, 84010 Cetara Italia",http://www.acquapazza.it,, 089 261606
390,La Brace,https://www.tripadvisor.it/Restaurant_Review-g194867-d940367-Reviews-La_Brace-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Gennaro Capriglione 146, 84010 Praiano Italia",http://www.labracepraiano.com,, 89- 874226
391,Adamo ed Eva by Eden Roc,https://www.tripadvisor.it/Restaurant_Review-g194863-d3168945-Reviews-Adamo_ed_Eva_by_Eden_Roc-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via G. Marconi 110, 84017, Positano Italia",,,
